"E6010100","E6010200","E6010300","E6010400","E6010500","E6010600","E6010700","E6010800","E6010900","E6011000","E6011100","E6011200","E6011300","E6011400","E6011500","E6011600","E6011700","E6011800","E6011900","E6012000","E6012100","E6012200","E6012300","E6012400","E6012500","E6012600","E6012700","E6012800","E6012900","E6013000","E6013100","E6013200","E6013300","E6013400","E6013500","H0001600","H0003200","H0003300","H0003400","H0014700","R0000100","R0000600","R0009600","R0017300","R0173600","R0214700","R0214800","R0215310","R0216701","R0217502","R0304900","R0307100","R0407510","R0481600","R0618200","R0618300","R0618301","R0618901","R0898201","R1145001","R1520201","R1774000","R1890901","R1892220","R2258001","R2445401","R2734200","R2871101","R3074801","R3127300","R3127500","R3146100","R3279401","R3401501","R3403500","R3656901","R3657700","R4007401","R4008200","R4418501","R5103900","R5166901","R5626201","R6479600","R6480400","R7007300","R7704600","T0912400"
839,-4,-4,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4170,5302,3,1,6408,19,1,10,13,2,2,0,10,5,0,0,0,500,4,3,2145,12,12,12,12,145,12,0,12,12,1,12,12,832,1,0,13000,12,4,12,1748,12,851,12,12,12,0,12,0,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6409,18,1,12,13,2,2,390,12,5,0,0,5,503,28,23,34395,12,12,12,12,115,12,7,12,12,0,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4117,4932,4,-4,6410,17,1,7,13,2,2,0,7,6,0,0,0,508,1,2,1016,7,7,7,7,200,7,0,7,7,0,7,7,-4,-4,0,0,7,1,7,0,7,0,7,7,7,0,7,0,7,7,0
-4,-4,-4,-4,-4,-4,-4,667,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5724,5881,1,-4,6411,15,1,9,10,2,1,-4,9,7,0,0,0,511,77,79,76181,11,12,13,14,193,15,3,16,16,0,17,17,632,1,0,20360,17,8,17,2320,17,1974,17,17,17,23900,17,4669,17,17,47822
-4,-4,-4,397,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4824,5943,2,-4,6412,18,1,11,13,2,2,0,11,7,0,0,1,504,15,15,24364,12,12,12,12,135,12,4,12,12,0,12,12,10,1,0,10000,12,5,12,908,12,1800,12,12,12,12000,12,4200,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,2756,6031,5,-4,6413,21,1,12,13,2,2,0,12,7,0,0,0,500,8,9,18757,12,12,12,12,192,12,3,12,12,0,12,12,-4,-4,0,0,12,4,12,0,12,0,12,12,12,0,12,0,12,12,0
319,317,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5380,5792,3,1,6414,19,1,12,13,2,2,520,12,13,0,1,1,500,10,6,11322,12,12,12,12,145,12,1,12,12,0,12,12,142,1,0,9000,12,2,12,1760,12,2480,12,12,12,12000,12,4400,12,12,22000
-4,-4,-4,-4,-4,-4,-4,69,67,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5592,5875,2,1,6415,15,1,7,10,2,1,-4,7,13,1,0,0,509,4,2,4251,8,8,8,8,155,8,5,8,8,0,8,8,60,1,0,20000,8,9,8,1612,8,200,8,8,8,20000,12,0,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4585,3416,4,-4,6416,18,1,8,13,2,2,0,8,6,0,0,0,506,6,3,2658,8,8,8,8,195,8,0,8,12,0,12,12,-4,-4,0,0,12,0,12,0,12,0,12,12,12,0,12,0,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5526,6070,2,-4,6417,16,1,7,13,2,2,0,7,6,0,0,0,501,3,5,2083,9,10,11,12,112,12,1,12,12,0,12,12,-5,-5,-5,-5,-5,-5,12,3600,12,2160,12,12,12,20000,12,3280,12,12,14400
319,319,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5380,5792,3,-4,6418,19,1,11,13,2,2,0,11,8,0,0,1,510,20,14,19216,12,12,12,12,136,12,1,12,12,0,12,12,151,1,0,11000,12,2,12,2120,12,2280,12,12,12,9876,12,3840,12,12,-2
-4,-4,-4,-4,-4,-4,-4,759,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5682,5789,1,-4,6419,14,1,8,10,2,1,-4,8,8,0,0,0,510,4,2,1254,10,11,12,12,170,12,5,12,12,0,12,12,760,1,0,15000,12,8,12,1520,12,1380,12,12,12,20000,12,1560,12,12,17000
-4,-4,-4,569,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5380,5792,3,-4,6420,20,1,10,10,2,1,0,10,7,2,0,0,508,4,6,8199,10,10,10,10,185,10,2,10,10,0,10,10,10,1,0,10000,10,5,10,2135,10,2240,10,10,10,-2,10,4240,10,10,1200
-4,-4,-4,-4,-4,-4,-4,-4,669,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5823,5017,2,-4,6421,18,1,10,10,2,1,0,10,7,0,0,0,506,17,14,16662,12,12,12,12,140,12,4,12,12,0,12,12,641,1,0,15000,12,10,12,1520,12,1950,12,12,12,17000,12,3880,12,12,50000
-4,-4,917,-4,728,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4926,6051,2,-4,6422,21,1,12,13,2,2,610,12,7,0,0,1,503,1,1,2855,12,12,12,12,200,12,3,12,12,0,12,12,932,2,0,10171,12,5,12,2120,12,2360,12,12,12,10000,12,3570,12,12,17000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6423,21,1,12,10,2,1,2360,12,3,0,0,1,601,10,6,8574,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6424,16,29,9,12,3,2,-3,9,2,0,0,2,503,12,8,6416,10,10,10,10,142,10,5,-5,10,0,10,10,641,1,0,12000,10,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,108,757,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6425,15,29,8,9,3,1,-4,8,2,0,0,3,509,4,4,6461,8,8,8,8,165,8,6,8,8,0,8,8,751,1,0,16000,8,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
318,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3921,4966,4,1,6426,21,1,12,13,2,2,1920,12,2,0,0,1,506,5,4,2313,12,12,12,12,232,12,1,12,12,0,12,12,150,1,0,15000,12,1,12,238,12,1020,12,12,12,15000,12,4360,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5785,4546,3,0,6427,18,1,10,13,2,2,0,10,8,0,0,0,505,6,13,14174,12,12,12,12,180,12,0,12,12,0,12,12,-4,-4,0,0,12,0,12,0,12,1560,12,12,12,7000,12,3000,12,12,4000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5678,4897,3,0,6428,15,1,8,13,2,2,-4,8,8,0,0,0,505,2,2,6613,10,11,12,12,189,12,0,12,12,0,12,12,-4,-4,0,0,12,0,12,0,12,0,12,12,12,0,12,2240,12,12,12800
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4810,4869,3,1,6429,15,1,8,13,2,2,-4,8,6,0,0,0,503,8,8,16596,10,10,10,10,137,10,2,10,10,0,10,12,-4,-4,0,0,12,3,12,396,12,1670,12,12,12,0,12,1680,12,12,0
-4,527,429,759,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5573,5023,2,-4,6430,21,1,11,10,2,1,1140,11,5,1,0,2,509,30,26,21071,11,11,11,11,165,11,2,11,11,1,11,11,532,1,0,28000,11,4,11,2060,11,2360,11,11,11,27000,11,3240,11,11,20000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5380,5792,3,1,6431,21,1,9,10,2,1,1554,9,7,1,0,4,505,5,4,4569,9,10,10,10,133,12,5,12,12,0,12,12,-5,-5,-5,-5,-5,-5,12,0,12,420,12,12,12,13000,12,4992,12,12,18000
-4,-4,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4975,6170,3,1,6432,15,1,8,10,2,1,-4,8,4,0,0,0,511,4,2,296,11,11,11,11,138,11,2,11,11,0,11,11,21,3,0,0,11,3,11,1020,11,596,11,11,11,600,11,1840,11,-5,0
-4,-4,-4,-4,-4,-4,427,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5602,5273,2,-4,6433,17,1,10,10,2,1,915,10,4,0,0,2,601,18,19,20449,12,12,12,12,195,12,5,12,12,0,12,12,421,1,0,17000,12,9,12,1760,12,1960,12,12,12,27000,12,4240,12,12,-5
-4,-4,268,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5649,5273,2,-4,6434,20,1,12,13,2,2,2080,12,6,0,0,2,411,5,7,7753,12,12,12,12,131,12,3,12,12,0,12,12,100,1,1,18000,12,3,12,1720,12,2400,12,12,12,24000,12,3840,12,12,18000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5137,5458,4,-4,6435,19,1,8,10,2,1,936,8,6,0,0,2,507,7,7,11568,8,8,8,8,164,8,2,12,12,0,12,12,-4,-4,1,0,12,2,12,0,-5,-5,12,12,12,20000,-5,-5,12,12,87000
-4,-4,-4,-4,-4,-4,107,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6436,17,29,10,9,3,1,0,10,5,0,0,1,507,13,16,21184,11,11,11,11,180,11,6,11,11,0,11,11,230,1,0,20000,11,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,838,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6437,20,5,13,12,3,2,216,13,2,0,0,3,505,49,62,57313,14,14,14,14,120,14,7,15,16,0,16,16,831,1,1,18000,16,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6438,14,3,8,12,3,2,-4,8,3,0,0,0,506,19,19,25567,10,11,12,12,147,12,1,-5,12,0,12,12,-4,-4,0,0,12,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,237,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6439,17,6,10,9,3,1,546,10,4,0,0,2,509,12,16,15769,11,11,11,11,175,11,5,-5,11,1,11,11,60,1,0,8000,11,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,108,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5678,5324,2,1,6440,18,1,10,10,2,1,400,10,10,0,0,1,605,4,4,4047,12,12,12,12,-5,-5,-5,12,12,0,12,12,231,1,0,9880,12,3,12,2597,12,2784,12,12,12,12000,12,4562,12,12,18800
-4,-4,-4,-4,-4,228,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5615,5984,1,-4,6441,16,1,8,10,2,1,-3,8,10,0,0,2,603,16,14,14319,9,10,12,12,-5,-5,-5,-5,12,0,12,12,360,1,0,23000,12,6,12,1840,12,2320,12,12,12,38000,12,3800,12,12,-5
-4,-4,-4,838,-4,279,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5380,5792,3,1,6442,14,1,8,13,2,2,-4,8,10,0,0,0,510,13,13,20026,9,10,11,-5,239,12,2,12,12,0,12,12,110,1,0,3600,12,6,12,2665,12,1924,12,12,12,400,12,1200,15,15,12000
-4,-4,-4,67,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5658,6076,1,-4,6443,21,1,8,10,2,1,1800,8,10,0,0,2,603,1,1,1065,8,8,8,8,230,8,2,-5,8,0,8,8,60,1,0,15000,8,4,8,2440,8,2120,8,8,8,20000,8,5247,-5,-5,-5
-4,-4,-4,-4,-4,839,279,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5413,5473,1,1,6444,21,1,11,13,2,2,0,11,10,0,0,1,507,4,8,7116,11,11,11,11,190,11,2,11,11,0,11,11,110,1,0,7200,11,7,11,2080,11,2480,11,11,11,13000,11,3960,11,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3115,5449,4,-4,6445,14,1,7,13,2,2,-4,7,3,-3,0,0,508,8,8,23088,8,8,8,8,246,8,0,8,8,0,8,8,-4,-4,0,0,8,0,8,0,8,0,8,8,8,0,8,1184,8,8,0
-4,-4,-4,927,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6446,18,-3,11,9,3,1,3135,12,1,0,0,2,600,59,63,61029,12,12,13,13,195,13,3,13,13,0,13,13,931,2,1,28000,13,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,227,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6447,16,3,10,9,3,1,646,10,2,0,1,2,503,43,51,62836,12,13,14,14,140,14,6,14,14,0,14,14,352,1,0,23500,14,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5548,5495,2,1,6448,21,1,10,13,2,2,0,10,7,0,0,0,506,9,11,8454,10,10,10,10,168,10,2,10,10,0,10,10,-4,-4,0,0,10,4,10,0,10,0,10,10,10,102,10,3050,10,12,-2
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5419,5308,3,1,6449,17,1,9,13,2,2,2077,9,1,0,1,1,504,6,6,5308,9,9,9,9,289,9,6,9,9,0,9,9,-4,-4,0,0,9,6,9,0,11,0,11,11,11,0,11,1470,11,11,10300
-4,-4,-4,-4,-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5194,4719,1,1,6450,16,1,9,13,2,2,682,9,7,2,0,1,504,23,18,25641,10,11,12,12,149,12,5,12,12,0,12,12,641,1,1,5000,12,9,12,0,12,1780,12,12,12,1950,12,3372,12,12,18000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4787,3977,1,1,6451,14,1,6,10,2,1,-4,6,7,-5,-5,-5,600,2,4,9929,9,9,10,10,145,10,7,10,10,0,12,12,-4,-4,0,146,12,7,12,1012,12,36,12,12,12,0,12,0,12,12,27000
-4,-4,-4,-4,-4,777,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4241,4417,3,1,6452,20,1,12,10,2,1,2130,12,5,0,0,2,510,1,2,3924,12,12,12,12,150,12,3,12,12,0,12,12,762,1,0,5000,12,6,12,1972,12,840,12,12,12,5000,12,3564,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,6453,17,1,10,10,2,1,360,10,5,0,0,1,509,13,13,14393,12,12,12,12,150,12,2,12,12,1,12,12,-5,-5,-5,-5,-5,-5,-5,-5,12,3115,-5,12,12,9000,12,3680,-5,-5,-5
-4,-4,-4,527,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5658,6076,1,1,6454,15,1,8,10,2,1,-4,8,5,0,0,1,505,8,6,15226,10,11,12,12,121,12,2,12,12,0,12,12,550,1,0,26000,12,4,12,3520,12,2520,12,12,12,32000,12,5300,-5,12,62000
-4,-4,-4,-4,-4,-4,-4,-4,-4,698,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5506,5045,3,-4,6455,17,1,10,13,2,2,0,10,8,0,0,0,503,28,22,27272,12,13,15,15,140,15,6,15,15,0,15,15,691,1,0,9000,15,10,15,1960,17,1598,17,17,17,9950,17,3600,17,17,20000
-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5634,5679,2,0,6456,19,1,11,10,2,1,1280,11,8,2,0,2,602,45,55,54934,13,14,14,14,195,14,7,14,14,0,14,14,60,1,0,11000,14,8,-5,-5,-5,-5,14,14,14,18500,-5,-5,14,14,48000
-4,-4,-4,-4,-4,-4,778,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4486,5745,3,0,6457,20,1,12,13,2,2,0,12,8,0,0,3,506,11,13,13284,12,12,12,12,148,12,5,12,12,0,12,12,770,3,0,0,12,7,12,890,13,350,13,13,13,0,13,420,13,13,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5591,5587,2,1,6458,17,1,9,10,2,1,135,9,8,3,1,1,602,70,77,84178,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,0,12,12,12,0,12,2225,12,12,6000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,698,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4813,2665,4,1,6459,16,1,9,13,2,2,320,9,8,0,0,2,506,54,68,80595,11,12,13,14,160,15,6,16,16,0,16,16,691,1,0,13000,16,10,16,1960,16,1600,16,16,16,24000,16,3760,16,16,42000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6460,15,1,9,10,2,1,-4,9,8,0,0,2,507,31,26,29384,11,11,12,12,130,12,4,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,698,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5550,5783,2,1,6461,15,1,8,13,2,2,-4,8,5,2,0,1,507,12,10,15403,10,11,12,12,115,12,5,12,12,0,12,12,641,1,1,3000,12,7,12,560,12,460,12,12,12,3000,12,2365,12,12,6000
-4,-4,-4,-4,-4,-4,927,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5592,5875,2,1,6462,15,1,8,10,2,1,-4,8,5,0,0,0,508,22,23,29519,9,10,11,11,155,12,4,12,12,1,12,12,60,1,0,8000,12,8,12,-3,12,1840,12,12,12,10000,12,3995,12,12,-2
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6463,17,28,5,9,3,1,0,5,4,0,1,2,600,18,16,18562,5,5,5,5,150,5,8,5,5,0,5,5,60,1,0,7000,5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6464,16,29,7,12,3,2,0,7,2,0,0,1,504,2,3,2890,7,7,7,7,117,7,1,7,7,0,7,7,60,1,0,-1,7,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5282,5718,3,0,6465,18,1,10,10,2,1,20,10,4,0,1,1,509,4,1,1237,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,10,19500,12,2040,12,12,45000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5657,5788,1,0,6466,17,1,11,10,2,1,1772,11,4,-5,-5,-5,600,-4,-4,-4,12,12,12,12,175,12,9,12,12,0,12,12,60,3,0,35000,12,11,-5,-5,12,5100,12,12,12,62000,12,5350,12,12,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,69,69,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5649,4641,3,0,6467,17,1,10,10,2,1,1368,10,8,0,0,5,511,13,6,10093,11,11,11,11,180,11,15,11,11,0,11,11,60,1,0,15000,11,19,11,1640,11,2340,12,12,12,16000,12,4166,12,12,30000
